container.title,created,doi,title,type,first.author,authors
Scientific Reports,2018-03-29,10.1038/s41598-018-23605-x,High-resolution GPS tracking reveals sex differences in migratory behaviour and stopover habitat use in the Lesser Black-backed Gull Larus fuscus,journal-article,Baert,"Jan M. Baert, Eric W. M. Stienen, Brigitte C. Heylen, Marwa M. Kavelaars, Roland-Jan Buijs, Judy Shamoun-Baranes, Luc Lens, Wendt Müller"
Scientific Reports,2018-06-20,10.1038/s41598-018-28022-8,Click communication in wild harbour porpoises (Phocoena phocoena),journal-article,Sørensen,"P. M. Sørensen, D. M. Wisniewska, F. H. Jensen, M. Johnson, J. Teilmann, P. T. Madsen"
Scientific Reports,2018-07-31,10.1038/s41598-018-29933-2,Spatial segregation of home ranges between neighbouring colonies in a diurnal raptor,journal-article,Cecere,"Jacopo G. Cecere, Salvatore Bondì, Stefano Podofillini, Simona Imperio, Matteo Griggio, Egidio Fulco, Andrea Curcio, Delphine Ménard, Ugo Mellone, Nicola Saino, Lorenzo Serra, Maurizio Sarà, Diego Rubolini"
Scientific Reports,2019-02-07,10.1038/s41598-018-38144-8,Population connectivity of pelagic megafauna in the Cuba-Mexico-United States triangle,journal-article,Rooker,"Jay R. Rooker, Michael A. Dance, R. J. David Wells, Matthew J. Ajemian, Barbara A. Block, Michael R. Castleton, J. Marcus Drymon, Brett J. Falterman, James S. Franks, Neil Hammerschlag, Jill M. Hendon, Eric R. Hoffmayer, Richard T. Kraus, Jennifer A. McKinney, David H. Secor, Gregory W. Stunz, John F. Walter"
Scientific Reports,2019-03-04,10.1038/s41598-019-39814-x,Evidence of age-related improvement in the foraging efficiency of Adélie penguins,journal-article,Lescroël,"Amélie Lescroël, Grant Ballard, Melanie Massaro, Katie Dugger, Scott Jennings, Annie Pollard, Elizabeth Porzig, Annie Schmidt, Arvind Varsani, David Grémillet, David Ainley"
Scientific Reports,2019-05-27,10.1038/s41598-019-44041-5,Ocean predation and mortality of adult Atlantic salmon,journal-article,Strøm,"John Fredrik Strøm, Audun Håvard Rikardsen, Steven E. Campana, David Righton, Jonathan Carr, Kim Aarestrup, Michael J. W. Stokesbury, Patrick Gargan, Pablo Caballero Javierre, Eva Bonsak Thorstad"
Scientific Reports,2019-09-26,10.1038/s41598-019-50230-z,Migratory strategies of juvenile northern fur seals (Callorhinus ursinus): bridging the gap between pups and adults,journal-article,Zeppelin,"Tonya Zeppelin, Noel Pelland, Jeremy Sterling, Brian Brost, Sharon Melin, Devin Johnson, Mary-Anne Lea, Rolf Ream"
Scientific Reports,2020-04-07,10.1038/s41598-020-62842-x,A year in the life of a North Atlantic seabird: behavioural and energetic adjustments during the annual cycle,journal-article,Dunn,"Ruth E. Dunn, Sarah Wanless, Francis Daunt, Michael P. Harris, Jonathan A. Green"
Scientific Reports,2020-10-21,10.1038/s41598-020-74643-3,Movement patterns of the grey field slug (Deroceras reticulatum) in an arable field,journal-article,Ellis,"John Ellis, Natalia Petrovskaya, Emily Forbes, Keith F. A. Walters, Sergei Petrovskii"
Scientific Reports,2020-12-03,10.1038/s41598-020-78143-2,Movements and behaviour of blue whales satellite tagged in an Australian upwelling system,journal-article,Mӧller,"Luciana M. Mӧller, Catherine R. M. Attard, Kerstin Bilgmann, Virginia Andrews-Goff, Ian Jonsen, David Paton, Michael C. Double"
Scientific Reports,2021-11-24,10.1038/s41598-021-02451-4,Foraging dive frequency predicts body mass gain in the Adélie penguin,journal-article,Lescroël,"Amélie Lescroël, Annie Schmidt, Megan Elrod, David G. Ainley, Grant Ballard"
Scientific Reports,2022-01-10,10.1038/s41598-021-04052-7,Mapping silver eel migration routes in the North Sea,journal-article,Verhelst,"Pieterjan Verhelst, Jan Reubens, Johan Coeck, Tom Moens, Janek Simon, Jeroen Van Wichelen, Håkan Westerberg, Klaus Wysujack, David Righton"
Scientific Reports,2022-02-07,10.1038/s41598-022-05989-z,Extensive oceanic mesopelagic habitat use of a migratory continental shark species,journal-article,Schaber,"Matthias Schaber, Sven Gastauer, Boris Cisewski, Nicole Hielscher, Michael Janke, Marian Peña, Serdar Sakinan, James Thorburn"
Scientific Reports,2022-07-26,10.1038/s41598-022-16660-y,Invasive brown treesnakes (Boiga irregularis) move short distances and have small activity areas in a high prey environment,journal-article,Boback,"Scott M. Boback, Melia G. Nafus, Amy A. Yackel Adams, Robert N. Reed"
Scientific Reports,2013-07-16,10.1038/srep02205,Neutral buoyancy is optimal to minimize the cost of transport in horizontally swimming seals,journal-article,Sato,"Katsufumi Sato, Kagari Aoki, Yuuki Y. Watanabe, Patrick J. O. Miller"
Scientific Reports,2016-08-24,10.1038/srep31967,Understanding the spatiotemporal pattern of grazing cattle movement,journal-article,Zhao,"Kun Zhao, Raja Jurdak"
Scientific Reports,2017-01-06,10.1038/srep40029,Online games: a novel approach to explore how partial information influences human random searches,journal-article,Martínez-García,"Ricardo Martínez-García, Justin M. Calabrese, Cristóbal López"
Hydroécologie Appliquée,2018-04-24,10.1051/hydro/2017001,Complementarity of two high-resolution spatiotemporal methods (hydroacoustics and acoustic telemetry) for assessing fish distribution in a reservoir,journal-article,Goulon,"C. Goulon, S. Westrelin, V. Samedy, R. Roy, J. Guillard, C. Argillier"
Marine and Freshwater Research,2015-02-03,10.1071/mf14042,Does the telemetry technology matter? Comparing estimates of aquatic animal space-use generated from GPS-based and passive acoustic tracking,journal-article,Dwyer,"Ross G. Dwyer, Hamish A. Campbell, Terri R. Irwin, Craig E. Franklin"
Marine and Freshwater Research,2019-10-11,10.1071/mf19029,"Evidence of site fidelity and deep diving behaviour of scalloped hammerhead shark (Sphyrna lewini) around the Saint Peter and Saint Paul Archipelago, in the equatorial Mid-Atlantic ridge",journal-article,Bezerra,"Natalia P. A. Bezerra, Bruno C. L. Macena, Paulo Travassos, Pedro Afonso, Fábio H. V. Hazin"
Marine and Freshwater Research,2021-11-03,10.1071/mf21046,Expanding freshwater biologger studies to view fish as environmental sensing platforms,journal-article,Kraus,"Richard T. Kraus, Helen Bontrager, Christopher S. Vandergoot, Matthew D. Faust"
Emu - Austral Ornithology,2009-12-09,10.1071/mu09059,A new method for the long-term attachment of data-loggers to shearwaters (Procellariidae),journal-article,Carey,"Mark J. Carey, Catherine E. Meathrel, Nicholas A. May"
Emu - Austral Ornithology,2012-05-23,10.1071/mu11066,"The breeding cycle, year-round distribution and activity patterns of the endangered Chatham Petrel (<i>Pterodroma axillaris</i>)",journal-article,Rayner,"Matt J. Rayner, Graeme A. Taylor, Helen D. Gummer, Richard A. Phillips, Paul M. Sagar, Scott A. Shaffer, David R. Thompson"
Wildlife Research,2017-11-16,10.1071/wr17064,An inexpensive satellite-download GPS receiver for wildlife: field trial on black swans,journal-article,Lehrke,"Rebecca M. Lehrke, Lizzie McGregor, John Dyer, Margaret C. Stanley, Todd E. Dennis"
Wildlife Research,2020-08-07,10.1071/wr19076,Regional variation in habitat matrix determines movement metrics in Baudin’s cockatoos in southwest Western Australia,journal-article,Rycken,"Sam Rycken, Jill M. Shephard, Lian Yeap, Rebecca Vaughan-Higgins, Manda Page, Rick Dawson, Karen Smith, Peter R. Mawson, Kristin S. Warren"
Proceedings of the National Academy of Sciences,2008-12-06,10.1073/pnas.0801926105,Fractal reorientation clocks: Linking animal behavior to statistical patterns of search,journal-article,Bartumeus,"Frederic Bartumeus, Simon A. Levin"
Proceedings of the National Academy of Sciences,2012-04-24,10.1073/pnas.1121201109,Foraging success of biological Lévy flights recorded in situ,journal-article,Humphries,"Nicolas E. Humphries, Henri Weimerskirch, Nuno Queiroz, Emily J. Southall, David W. Sims"
Proceedings of the National Academy of Sciences,2020-03-10,10.1073/pnas.1911761117,Killer whale presence drives bowhead whale selection for sea ice in Arctic seascapes of fear,journal-article,Matthews,"Cory J. D. Matthews, Greg A. Breed, Bernard LeBlanc, Steven H. Ferguson"
Proceedings of the National Academy of Sciences,2021-07-06,10.1073/pnas.2101325118,Direct evidence of a prey depletion “halo” surrounding a pelagic predator colony,journal-article,Weber,"Sam B. Weber, Andrew J. Richardson, Judith Brown, Mark Bolton, Bethany L. Clark, Brendan J. Godley, Eliza Leat, Steffen Oppel, Laura Shearer, Karline E. R. Soetaert, Nicola Weber, Annette C. Broderick"
Proceedings of the National Academy of Sciences,2021-08-24,10.1073/pnas.2101614118,Variable strategies to solve risk–reward tradeoffs in carnivore communities,journal-article,Ruprecht,"Joel Ruprecht, Charlotte E. Eriksson, Tavis D. Forrester, Derek B. Spitz, Darren A. Clark, Michael J. Wisdom, Marcus Bianco, Mary M. Rowland, Joshua B. Smith, Bruce K. Johnson, Taal Levi"
Proceedings of the National Academy of Sciences,2022-03-21,10.1073/pnas.2114932119,Behavioral responses to predatory sounds predict sensitivity of cetaceans to anthropogenic noise within a soundscape of fear,journal-article,Miller,"Patrick J. O. Miller, Saana Isojunno, Eilidh Siegal, Frans-Peter A. Lam, Petter H. Kvadsheim, Charlotte Curé"
Proceedings of the National Academy of Sciences,2022-10-24,10.1073/pnas.2121092119,Decadal migration phenology of a long-lived Arctic icon keeps pace with climate change,journal-article,Shuert,"Courtney R. Shuert, Marianne Marcoux, Nigel E. Hussey, Mads Peter Heide-Jørgensen, Rune Dietz, Marie Auger-Méthé"
Bird Study,2014-01-17,10.1080/00063657.2013.874977,A comparison of foraging behaviour in the North Sea by Black-legged Kittiwakes<i>Rissa tridactyla</i>from an inland and a maritime colony,journal-article,Redfern,"Chris P.F. Redfern, Richard M. Bevan"
Bird Study,2019-07-19,10.1080/00063657.2019.1638341,A geolocator-tagged fledgling provides first evidence on juvenile movements of Cory’s Shearwater <i>Calonectris borealis</i>,journal-article,Ramos,"Raül Ramos, Virginia Morera-Pujol, Marta Cruz-Flores, Sofía López-Souto, Michael Brothers, Jacob González-Solís"
Advanced Robotics,2020-12-03,10.1080/01691864.2020.1855245,Study on hypercompact and lightweight data logger separators for wild animals,journal-article,Abe,"Takuma Abe, Natsumi Kubo, Kazuki Abe, Hirokazu Suzuki, Ken Yoda, Riichiro Tadakuma, Yuichi Tsumaki"
New Zealand Journal of Zoology,2020-06-22,10.1080/03014223.2020.1767660,Seasonal and annual variation in the diving behaviour of Hutton's shearwater (<i>Puffinus huttoni</i>),journal-article,Bennet,"Della G. Bennet, Travis W. Horton, Sharyn J. Goldstien, Lindsay Rowe, James V. Briskie"
Marine and Freshwater Behaviour and Physiology,2020-12-24,10.1080/10236244.2020.1852878,Vertical and horizontal movements of bigeye tuna (<i>Thunnus obesus</i>) in southeastern Taiwan,journal-article,Lin,"Shian-Jhong Lin, Michael K. Musyl, Wei-Chuan Chiang, Sheng-Ping Wang, Nan-Jay Su, Ching-Tsun Chang, Qi-Xuan Chang, Yuan-Shing Ho, Ryo Kawabe, Hsin-Ming Yeh, Chen-Te Tseng"
International Journal of Geographical Information Science,2012-07-11,10.1080/13658816.2012.682578,A review of quantitative methods for movement data,journal-article,Long,"Jed A. Long, Trisalyn A. Nelson"
Temperature,2020-03-16,10.1080/23328940.2020.1743605,Circadian rhythmicity of body temperature and metabolism,journal-article,Refinetti,Roberto Refinetti
Physiological and Biochemical Zoology,2014-06-25,10.1086/677219,Burst Swimming in Areas of High Flow: Delayed Consequences of Anaerobiosis in Wild Adult Sockeye Salmon,journal-article,Burnett,"Nicholas J. Burnett, Scott G. Hinch, Douglas C. Braun, Matthew T. Casselman, Collin T. Middleton, Samantha M. Wilson, Steven J. Cooke"
Physiological and Biochemical Zoology,2015-03-18,10.1086/681019,Ontogeny of Oxygen Storage Capacity and Diving Ability in the Southern Sea Otter (<i>Enhydra lutris nereis</i>): Costs and Benefits of Large Lungs,journal-article,Thometz,"Nicole M. Thometz, Michael J. Murray, Terrie M. Williams"
Journal of Physics A: Mathematical and Theoretical,2013-06-04,10.1088/1751-8113/46/25/254023,Ecological implications of eddy retention in the open ocean: a Lagrangian approach,journal-article,d’Ovidio,"Francesco d’Ovidio, Silvia De Monte, Alice Della Penna, Cedric Cotté, Christophe Guinet"
The Auk,2019-09-06,10.1093/auk/117.3.718,Variation in Foraging and Parental Behavior of King Cormorants,journal-article,Kato,"Akiko Kato, Yutaka Watanuki, Isao Nishiumi, Maki Kuroki, Peter Shaughnessy, Yasuhiko Naito"
Behavioral Ecology,2013-01-04,10.1093/beheco/ars217,Hidden Markov analysis describes dive patterns in semiaquatic animals,journal-article,Bagniewska,"Joanna M. Bagniewska, Tom Hart, Lauren A. Harrington, David W. Macdonald"
Behavioral Ecology,2015-10-31,10.1093/beheco/arv180,The shifting roles of intrinsic traits in determining seasonal feeding flock composition in seabirds,journal-article,Anguita,"Cristóbal Anguita, Alejandro Simeone"
Biological Journal of the Linnean Society,2018-07-25,10.1093/biolinnean/bly121,Filtration area scaling and evolution in mysticetes: trophic niche partitioning and the curious cases of sei and pygmy right whales,journal-article,Werth,"Alexander J Werth, Jean Potvin, Robert E Shadwick, Megan M Jensen, David E Cade, Jeremy A Goldbogen"
BioScience,2020-03-30,10.1093/biosci/biaa035,A Novel Framework to Protect Animal Data in a World of Ecosurveillance,journal-article,Lennox,"Robert J Lennox, Robert Harcourt, Joseph R Bennett, Alasdair Davies, Adam T Ford, Remo M Frey, Matt W Hayward, Nigel E Hussey, Sara J Iverson, Roland Kays, Steven T Kessel, Clive Mcmahon, Monica Muelbert, Taryn S Murray, Vivian M Nguyen, Jonathan D Pye, Dominique G Roche, Frederick G Whoriskey, Nathan Young, Steven J Cooke"
BioScience,2020-10-02,10.1093/biosci/biaa129,"Behavioral Causes, Ecological Consequences, and Management Challenges Associated with Wildlife Foraging in Human-Modified Landscapes",journal-article,Fehlmann,"Gaelle Fehlmann, M Justin O'riain, Ines FÜrtbauer, Andrew J King"
The Condor,2019-09-06,10.1093/condor/104.2.448,Effects of Data-Loggers Implanted for a Full Year in Female Common Eiders,journal-article,Guillemette,"Magella Guillemette, Anthony J. Woakes, Annette Flagstad, Patrick J. Butler"
Conservation Physiology,2020-12-21,10.1093/conphys/coaa137,Context-dependent variability in the predicted daily energetic costs of disturbance for blue whales,journal-article,Pirotta,"Enrico Pirotta, Cormac G Booth, David E Cade, John Calambokidis, Daniel P Costa, James A Fahlbusch, Ari S Friedlaender, Jeremy A Goldbogen, John Harwood, Elliott L Hazen, Leslie New, Brandon L Southall"
Conservation Physiology,2018-02-24,10.1093/conphys/coy013,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,journal-article,Tarszisz,"Esther Tarszisz, Sean Tomlinson, Mark E Harrison, Helen C Morrogh-Bernard, Adam J Munn"
Conservation Physiology,2018-11-29,10.1093/conphys/coy074,Exercise intensity while hooked is associated with physiological status of longline-captured sharks,journal-article,Bouyoucos,"Ian A Bouyoucos, Brendan S Talwar, Edward J Brooks, Jacob W Brownscombe, Steven J Cooke, Cory D Suski, John W Mandelman"
Conservation Physiology,2019-05-03,10.1093/conphys/coz026,The impacts of warming and hypoxia on the performance of an obligate ram ventilator,journal-article,Crear,"Daniel P Crear, Rich W Brill, Peter G Bushnell, Robert J Latour, Gail D Schwieterman, Rachel M Steffen, Kevin C Weng"
Integrative and Comparative Biology,2022-07-08,10.1093/icb/icac113,Interspecific Asymmetries in Behavioral Plasticity Drive Seasonal Patterns of Temporal Niche Partitioning in an Island Carnivore Community,journal-article,Zhang,"Victor Y Zhang, Calypso N Gagorik, Lara J Brenner, Christina L Boser, Tad C Theimer, C Loren Buck"
Integrative and Comparative Biology,2022-07-27,10.1093/icb/icac128,"Movement, Space Use, and the Responses of Coral Reef Fish to Climate Change",journal-article,Manning,J C Manning
Integrative and Comparative Biology,2010-06-04,10.1093/icb/icq054,Approaches to Studying Climatic Change and its Role on the Habitat Selection of Antarctic Pinnipeds,journal-article,Costa,"D. P. Costa, L. A. Huckstadt, D. E. Crocker, B. I. McDonald, M. E. Goebel, M. A. Fedak"
Integrative and Comparative Biology,2014-06-21,10.1093/icb/icu088,"Using Remote Biomonitoring to Understand Heterogeneity in Immune-Responses and Disease-Dynamics in Small, Free-Living Animals",journal-article,Adelman,"J. S. Adelman, S. C. Moyers, D. M. Hawley"
Integrative and Comparative Biology,2017-05-31,10.1093/icb/icx068,Do Bar-Headed Geese Train for High Altitude Flights?,journal-article,Hawkes,"Lucy A. Hawkes, Nyambayar Batbayar, Patrick J. Butler, Beverley Chua, Peter B. Frappell, Jessica U. Meir, William K. Milsom, Tseveenmyadag Natsagdorj, Nicole Parr, Graham R. Scott, John Y. Takekawa, Martin WikeIski, Matthew J. Witt, Charles M. Bishop"
ICES Journal of Marine Science,2020-03-02,10.1093/icesjms/fsaa045,Wide dispersal of recently weaned grey seal pups in the Southern North Sea,journal-article,Peschko,"Verena Peschko, Sabine Müller, Philipp Schwemmer, Moritz Mercker, Peter Lienau, Tanja Rosenberger, Janne Sundermeyer, Stefan Garthe"
ICES Journal of Marine Science,2015-02-26,10.1093/icesjms/fsv021,Individual specialization on fishery discards by lesser black-backed gulls (Larus fuscus),journal-article,Tyson,"Chris Tyson, Judy Shamoun-Baranes, E. Emiel Van Loon, Kees (C. J.) Camphuysen, Niels T. Hintzen"
ICES Journal of Marine Science,2015-06-25,10.1093/icesjms/fsv115,The use of acoustic accelerometer tags to determine seasonal changes in activity and catchability of a recreationally caught marine teleost,journal-article,Stehfest,"Kilian M. Stehfest, Jeremy M. Lyle, Jayson M. Semmens"
Journal of Mammalogy,2021-11-05,10.1093/jmammal/gyab141,Seasonality in daily movement patterns of mandrills revealed by combining direct tracking and camera traps,journal-article,Hongo,"Shun Hongo, Yoshihiro Nakashima, Etienne François Akomo-Okoue, Fred Loïque Mindonga-Nguelet"
Journal of Mammalogy,2019-06-27,10.1093/jmammal/gyz119,"Body temperature patterns vary with day, season, and body condition of moose (Alces alces)",journal-article,Thompson,"Daniel P Thompson, Perry S Barboza, John A Crouse, Thomas J McDonough, Oriana H Badajos, Andrew M Herberg"
Biology Letters,2019-07-10,10.1098/rsbl.2019.0208,Tidal drift removes the need for area-restricted search in foraging Atlantic puffins,journal-article,Bennison,"Ashley Bennison, John L. Quinn, Alison Debney, Mark Jessopp"
