PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35177194,Predictors of Left Main Coronary Artery Disease in the ISCHEMIA Trial,"Senior R, Reynolds HR, Min JK, Berman DS, Picard MH, Chaitman BR, Shaw LJ, Page CB, Govindan SC, Lopez-Sendon J, Peteiro J, Wander GS, Drozdz J, Marin-Neto J, Selvanayagam JB, Newman JD, Thuaire C, Christopher J, Jang JJ, Kwong RY, Bangalore S, Stone GW, O'Brien SM, Boden WE, Maron DJ, Hochman JS; ISCHEMIA Research Group.",J Am Coll Cardiol. 2022 Feb 22;79(7):651-661. doi: 10.1016/j.jacc.2021.11.052.,Senior R,J Am Coll Cardiol,2022,2/18/22,PMC8875308,NIHMS1767313,10.1016/j.jacc.2021.11.052
10308309,Telephone biotelemetry,Suthasinekul S.,J Clin Eng. 1978 Apr-Jun;3(2):137-44. doi: 10.1097/00004669-197804000-00006.,Suthasinekul S,J Clin Eng,1978,3/13/78,,,10.1097/00004669-197804000-00006
26134475,"Pharmacology of Indole and Indazole Synthetic Cannabinoid Designer Drugs AB-FUBINACA, ADB-FUBINACA, AB-PINACA, ADB-PINACA, 5F-AB-PINACA, 5F-ADB-PINACA, ADBICA, and 5F-ADBICA","Banister SD, Moir M, Stuart J, Kevin RC, Wood KE, Longworth M, Wilkinson SM, Beinat C, Buchanan AS, Glass M, Connor M, McGregor IS, Kassiou M.",ACS Chem Neurosci. 2015 Sep 16;6(9):1546-59. doi: 10.1021/acschemneuro.5b00112. Epub 2015 Jul 17.,Banister SD,ACS Chem Neurosci,2015,7/3/15,,,10.1021/acschemneuro.5b00112
9324022,"Mono-iodoacetate-induced experimental osteoarthritis: a dose-response study of loss of mobility, morphology, and biochemistry","Guingamp C, Gegout-Pottie P, Philippe L, Terlain B, Netter P, Gillet P.",Arthritis Rheum. 1997 Sep;40(9):1670-9. doi: 10.1002/art.1780400917.,Guingamp C,Arthritis Rheum,1997,10/27/97,,,10.1002/art.1780400917
31641476,Classifying and inferring behaviors using real-time acceleration biotelemetry in reproductive steelhead trout (Oncorhynchus mykiss),"Fuchs NT, Caudill CC.",Ecol Evol. 2019 Sep 27;9(19):11329-11343. doi: 10.1002/ece3.5634. eCollection 2019 Oct.,Fuchs NT,Ecol Evol,2019,10/24/19,PMC6802063,,10.1002/ece3.5634
10484500,Aminophylline alters the core temperature response to acute hypoxemia in newborn and older guinea pigs,"Crisanti KC, Fewell JE.",Am J Physiol. 1999 Sep;277(3):R829-35. doi: 10.1152/ajpregu.1999.277.3.R829.,Crisanti KC,Am J Physiol,1999,9/14/99,,,10.1152/ajpregu.1999.277.3.R829
14726427,Biotelemetry transmitter implantation in rodents: impact on growth and circadian rhythms,"Leon LR, Walker LD, DuBose DA, Stephenson LA.",Am J Physiol Regul Integr Comp Physiol. 2004 May;286(5):R967-74. doi: 10.1152/ajpregu.00380.2003. Epub 2004 Jan 15.,Leon LR,Am J Physiol Regul Integr Comp Physiol,2004,1/17/04,,,10.1152/ajpregu.00380.2003
28119579,"Dietary Prebiotics and Bioactive Milk Fractions Improve NREM Sleep, Enhance REM Sleep Rebound and Attenuate the Stress-Induced Decrease in Diurnal Temperature and Gut Microbial Alpha Diversity","Thompson RS, Roller R, Mika A, Greenwood BN, Knight R, Chichlowski M, Berg BM, Fleshner M.",Front Behav Neurosci. 2017 Jan 10;10:240. doi: 10.3389/fnbeh.2016.00240. eCollection 2016.,Thompson RS,Front Behav Neurosci,2017,1/26/17,PMC5223485,,10.3389/fnbeh.2016.00240
29312815,Satellite tagging highlights the importance of productive Mozambican coastal waters to the ecology and conservation of whale sharks,"Rohner CA, Richardson AJ, Jaine FRA, Bennett MB, Weeks SJ, Cliff G, Robinson DP, Reeve-Arnold KE, Pierce SJ.",PeerJ. 2018 Jan 2;6:e4161. doi: 10.7717/peerj.4161. eCollection 2018.,Rohner CA,PeerJ,2018,1/10/18,PMC5755488,,10.7717/peerj.4161
15119380,A laboratory animal model of human shift work,"Murphy HM, Wideman CH, Nadzam GR.",Integr Physiol Behav Sci. 2003 Oct-Dec;38(4):316-28. doi: 10.1007/BF02688860.,Murphy HM,Integr Physiol Behav Sci,2003,5/4/04,,,10.1007/BF02688860
19057531,The effects of rimonabant on brown adipose tissue in rat: implications for energy expenditure,"Verty AN, Allen AM, Oldfield BJ.",Obesity (Silver Spring). 2009 Feb;17(2):254-61. doi: 10.1038/oby.2008.509. Epub 2008 Dec 4.,Verty AN,Obesity (Silver Spring),2009,12/6/08,,,10.1038/oby.2008.509
19199559,The influence of dissolved oxygen on winter habitat selection by largemouth bass: an integration of field biotelemetry studies and laboratory experiments,"Hasler CT, Suski CD, Hanson KC, Cooke SJ, Tufts BL.",Physiol Biochem Zool. 2009 Mar-Apr;82(2):143-52. doi: 10.1086/591806.,Hasler CT,Physiol Biochem Zool,2009,2/10/09,,,10.1086/591806
15920099,Acute dopamine/norepinephrine reuptake inhibition increases brain and core temperature in rats,"Hasegawa H, Meeusen R, Sarre S, Diltoer M, Piacentini MF, Michotte Y.",J Appl Physiol (1985). 2005 Oct;99(4):1397-401. doi: 10.1152/japplphysiol.00435.2005. Epub 2005 May 26.,Hasegawa H,J Appl Physiol (1985),2005,5/28/05,,,10.1152/japplphysiol.00435.2005
12736180,Effects of fasting on thermoregulatory processes and the daily oscillations in rats,"Nagashima K, Nakai S, Matsue K, Konishi M, Tanaka M, Kanosue K.",Am J Physiol Regul Integr Comp Physiol. 2003 Jun;284(6):R1486-93. doi: 10.1152/ajpregu.00515.2002. Epub 2003 Jan 23.,Nagashima K,Am J Physiol Regul Integr Comp Physiol,2003,5/9/03,,,10.1152/ajpregu.00515.2002
19446408,Sedative and hypothermic effects of gamma-hydroxybutyrate (GHB) in rats alone and in combination with other drugs: assessment using biotelemetry,"van Nieuwenhuijzen PS, McGregor IS.",Drug Alcohol Depend. 2009 Aug 1;103(3):137-47. doi: 10.1016/j.drugalcdep.2009.03.004. Epub 2009 May 14.,van Nieuwenhuijzen PS,Drug Alcohol Depend,2009,5/19/09,,,10.1016/j.drugalcdep.2009.03.004
8577883,"Hyperthermia following MDMA administration in rats: effects of ambient temperature, water consumption, and chronic dosing",Dafters RI.,Physiol Behav. 1995 Nov;58(5):877-82. doi: 10.1016/0031-9384(95)00136-7.,Dafters RI,Physiol Behav,1995,11/1/95,,,10.1016/0031-9384(95)00136-7
10755742,"Cocaine self-administration ""binges"": transition from behavioral and autonomic regulation toward homeostatic dysregulation in rats","Tornatzky W, Miczek KA.",Psychopharmacology (Berl). 2000 Feb;148(3):289-98. doi: 10.1007/s002130050053.,Tornatzky W,Psychopharmacology (Berl),2000,2/7/01,,,10.1007/s002130050053
20945962,"Heart rate, body temperature and physical activity are variously affected during insulin treatment in alloxan-induced type 1 diabetic rat","Howarth FC, Jacobson M, Shafiullah M, Ljubisavljevic M, Adeghate E.",Physiol Res. 2011;60(1):65-73. doi: 10.33549/physiolres.931984. Epub 2010 Oct 15.,Howarth FC,Physiol Res,2011,10/16/10,,,10.33549/physiolres.931984
9887180,An antipyretic role for interleukin-10 in LPS fever in mice,"Leon LR, Kozak W, Rudolph K, Kluger MJ.",Am J Physiol. 1999 Jan;276(1):R81-9. doi: 10.1152/ajpregu.1999.276.1.R81.,Leon LR,Am J Physiol,1999,1/14/99,,,10.1152/ajpregu.1999.276.1.R81
16620296,"Effects of insulin treatment on heart rhythm, body temperature and physical activity in streptozotocin-induced diabetic rat","Howarth FC, Jacobson M, Shafiullah M, Adeghate E.",Clin Exp Pharmacol Physiol. 2006 Apr;33(4):327-31. doi: 10.1111/j.1440-1681.2006.04370.x.,Howarth FC,Clin Exp Pharmacol Physiol,2006,4/20/06,,,10.1111/j.1440-1681.2006.04370.x
9629271,Altered neuroimmunoendocrine communication during a condition of chronically increased brain corticotropin-releasing hormone drive,"Reul JM, Labeur MS, Wiegers GJ, Linthorst AC.",Ann N Y Acad Sci. 1998 May 1;840:444-55. doi: 10.1111/j.1749-6632.1998.tb09583.x.,Reul JM,Ann N Y Acad Sci,1998,6/18/98,,,10.1111/j.1749-6632.1998.tb09583.x
16731657,Genetic evidence for a neurovestibular influence on the mammalian circadian pacemaker,"Fuller PM, Fuller CA.",J Biol Rhythms. 2006 Jun;21(3):177-84. doi: 10.1177/0748730406288148.,Fuller PM,J Biol Rhythms,2006,5/30/06,,,10.1177/0748730406288148
22822459,Urine from Sexually Mature Intact Male Mice Contributes to Increased Cardiovascular Responses during Free-Roaming and Restrained Conditions,"Lee DL, Wilson JL.",ISRN Vet Sci. 2012;2012:185461. doi: 10.5402/2012/185461.,Lee DL,ISRN Vet Sci,2012,7/24/12,PMC3400049,NIHMS379534,10.5402/2012/185461
28859404,"Ecology of Exercise in Wild Fish: Integrating Concepts of Individual Physiological Capacity, Behavior, and Fitness Through Diverse Case Studies","Brownscombe JW, Cooke SJ, Algera DA, Hanson KC, Eliason EJ, Burnett NJ, Danylchuk AJ, Hinch SG, Farrell AP.",Integr Comp Biol. 2017 Aug 1;57(2):281-292. doi: 10.1093/icb/icx012.,Brownscombe JW,Integr Comp Biol,2017,9/2/17,,,10.1093/icb/icx012
9557806,Effects of transport and indomethacin on telemetered body temperature and release of cortisol and prolactin in pre-pubertal pigs,"Parrott RF, Bradshaw RH, Lloyd DM, Goode JA.",Res Vet Sci. 1998 Jan-Feb;64(1):51-5. doi: 10.1016/s0034-5288(98)90115-1.,Parrott RF,Res Vet Sci,1998,4/29/98,,,10.1016/s0034-5288(98)90115-1
7631899,TNF soluble receptor and antiserum against TNF enhance lipopolysaccharide fever in mice,"Kozak W, Conn CA, Klir JJ, Wong GH, Kluger MJ.",Am J Physiol. 1995 Jul;269(1 Pt 2):R23-9. doi: 10.1152/ajpregu.1995.269.1.R23.,Kozak W,Am J Physiol,1995,7/1/95,,,10.1152/ajpregu.1995.269.1.R23
2788105,Behavioral and autonomic responses to peer separation in pigtail macaque monkey infants,"Boccia ML, Reite M, Kaemingk K, Held P, Laudenslager M.",Dev Psychobiol. 1989 Jul;22(5):447-61. doi: 10.1002/dev.420220504.,Boccia ML,Dev Psychobiol,1989,7/1/89,,,10.1002/dev.420220504
11976938,Role of the haem oxygenase-carbon monoxide pathway in insulin-induced hypothermia: evidence for carbon monoxide involvement,"Almeida C, Branco S.",Pflugers Arch. 2002 May;444(1-2):244-50. doi: 10.1007/s00424-002-0800-6. Epub 2002 Feb 27.,Almeida C,Pflugers Arch,2002,4/27/02,,,10.1007/s00424-002-0800-6
31906189,"Investigation on Insulated, Brain-Implanted Antenna for Highly Reliable Biotelemetry Communication in MICS and ISM Bands","Shin G, Yoon IJ.",Sensors (Basel). 2019 Dec 31;20(1):242. doi: 10.3390/s20010242.,Shin G,Sensors (Basel),2019,1/8/20,PMC6982884,,10.3390/s20010242
24641248,"Body temperature and cardiac changes induced by peripherally administered oxytocin, vasopressin and the non-peptide oxytocin receptor agonist WAY 267,464: a biotelemetry study in rats","Hicks C, Ramos L, Reekie T, Misagh GH, Narlawar R, Kassiou M, McGregor IS.",Br J Pharmacol. 2014 Jun;171(11):2868-87. doi: 10.1111/bph.12613.,Hicks C,Br J Pharmacol,2014,3/20/14,PMC4243861,,10.1111/bph.12613
22750842,"The temporal dynamics of the effects of monoacylglycerol lipase blockade on locomotion, anxiety, and body temperature","Aliczki M, Balogh Z, Tulogdi A, Haller J.",Behav Pharmacol. 2012 Aug;23(4):348-57. doi: 10.1097/FBP.0b013e3283564dfa.,Aliczki M,Behav Pharmacol,2012,7/4/12,,,10.1097/FBP.0b013e3283564dfa
15289466,Hypertensive response to acute stress is attenuated in interleukin-6 knockout mice,"Lee DL, Leite R, Fleming C, Pollock JS, Webb RC, Brands MW.",Hypertension. 2004 Sep;44(3):259-63. doi: 10.1161/01.HYP.0000139913.56461.fb. Epub 2004 Aug 2.,Lee DL,Hypertension,2004,8/4/04,,,10.1161/01.HYP.0000139913.56461.fb
9753154,"Tumour necrosis factor-alpha and interleukin-2 differentially affect hippocampal serotonergic neurotransmission, behavioural activity, body temperature and hypothalamic-pituitary-adrenocortical axis activity in the rat","Pauli S, Linthorst AC, Reul JM.",Eur J Neurosci. 1998 Mar;10(3):868-78. doi: 10.1046/j.1460-9568.1998.00093.x.,Pauli S,Eur J Neurosci,1998,9/30/98,,,10.1046/j.1460-9568.1998.00093.x
9225020,Effect of nitrite on blood pressure in anaesthetized and free-moving rats,"Vleeming W, van de Kuil A, te Biesebeek JD, Meulenbelt J, Boink AB.",Food Chem Toxicol. 1997 Jun;35(6):615-9. doi: 10.1016/s0278-6915(97)00015-x.,Vleeming W,Food Chem Toxicol,1997,6/1/97,,,10.1016/s0278-6915(97)00015-x
15730432,Gender differences in blood pressure and heart rate in spontaneously hypertensive and Wistar-Kyoto rats,"Maris ME, Melchert RB, Joseph J, Kennedy RH.",Clin Exp Pharmacol Physiol. 2005 Jan-Feb;32(1-2):35-9. doi: 10.1111/j.1440-1681.2005.04156.x.,Maris ME,Clin Exp Pharmacol Physiol,2005,2/26/05,,,10.1111/j.1440-1681.2005.04156.x
9087854,Day-night variations of behavioral and autonomic thermoregulatory responses to lipopolysaccharide in rats,"Sugimoto N, Shido O, Sakurada S, Nagasaka T.",Jpn J Physiol. 1996 Dec;46(6):451-6. doi: 10.2170/jjphysiol.46.451.,Sugimoto N,Jpn J Physiol,1996,12/1/96,,,10.2170/jjphysiol.46.451
12665667,Linoleic acid metabolites act to increase contractility in isolated rat heart,"Mitchell LA, Grant DF, Melchert RB, Petty NM, Kennedy RH.",Cardiovasc Toxicol. 2002;2(3):219-30. doi: 10.1007/s12012-002-0006-3.,Mitchell LA,Cardiovasc Toxicol,2002,4/1/03,,,10.1007/s12012-002-0006-3
9362323,"Relations between functional, inflammatory, and degenerative parameters during adjuvant arthritis in rats","Philippe L, Gegout-Pottie P, Guingamp C, Bordji K, Terlain B, Netter P, Gillet P.",Am J Physiol. 1997 Oct;273(4):R1550-6. doi: 10.1152/ajpregu.1997.273.4.R1550.,Philippe L,Am J Physiol,1997,11/15/97,,,10.1152/ajpregu.1997.273.4.R1550
15276812,The role of CCK2 receptors in energy homeostasis: insights from the CCK2 receptor-deficient mouse,"Weiland TJ, Voudouris NJ, Kent S.",Physiol Behav. 2004 Sep 15;82(2-3):471-6. doi: 10.1016/j.physbeh.2004.04.065.,Weiland TJ,Physiol Behav,2004,7/28/04,,,10.1016/j.physbeh.2004.04.065
12106673,Role of preoptic second messenger systems (cAMP and cGMP) in the febrile response,"Steiner AA, Antunes-Rodrigues J, Branco LG.",Brain Res. 2002 Jul 19;944(1-2):135-45. doi: 10.1016/s0006-8993(02)02738-5.,Steiner AA,Brain Res,2002,7/11/02,,,10.1016/s0006-8993(02)02738-5
26179562,The effect of catch-and-release angling at high water temperatures on behaviour and survival of Atlantic salmon Salmo salar during spawning migration,"Havn TB, Uglem I, Solem Ø, Cooke SJ, Whoriskey FG, Thorstad EB.",J Fish Biol. 2015 Aug;87(2):342-59. doi: 10.1111/jfb.12722. Epub 2015 Jul 15.,Havn TB,J Fish Biol,2015,7/17/15,,,10.1111/jfb.12722
18156165,Long-term effects of type 2 diabetes mellitus on heart rhythm in the Goto-Kakizaki rat,"Howarth FC, Jacobson M, Shafiullah M, Adeghate E.",Exp Physiol. 2008 Mar;93(3):362-9. doi: 10.1113/expphysiol.2007.040055. Epub 2007 Dec 21.,Howarth FC,Exp Physiol,2008,12/25/07,,,10.1113/expphysiol.2007.040055
29301680,"Moderate intensity, exercise-induced catecholamine release in the preoptic area and anterior hypothalamus in rats is enhanced in a warm environment","Zheng X, Takatsu S, Ishikawa R, Hasegawa H.",J Therm Biol. 2018 Jan;71:123-127. doi: 10.1016/j.jtherbio.2017.11.003. Epub 2017 Nov 9.,Zheng X,J Therm Biol,2018,1/6/18,,,10.1016/j.jtherbio.2017.11.003
23239979,The eye in the sky: combined use of unmanned aerial systems and GPS data loggers for ecological research and conservation of small birds,"Rodríguez A, Negro JJ, Mulero M, Rodríguez C, Hernández-Pliego J, Bustamante J.",PLoS One. 2012;7(12):e50336. doi: 10.1371/journal.pone.0050336. Epub 2012 Dec 11.,Rodríguez A,PLoS One,2012,12/15/12,PMC3519840,,10.1371/journal.pone.0050336
21945646,Swim stress activates serotonergic and nonserotonergic neurons in specific subdivisions of the rat dorsal raphe nucleus in a temperature-dependent manner,"Kelly KJ, Donner NC, Hale MW, Lowry CA.",Neuroscience. 2011 Dec 1;197:251-68. doi: 10.1016/j.neuroscience.2011.09.011. Epub 2011 Sep 16.,Kelly KJ,Neuroscience,2011,9/28/11,PMC3219528,NIHMS325878,10.1016/j.neuroscience.2011.09.011
11208574,Carbon monoxide is the heme oxygenase product with a pyretic action: evidence for a cGMP signaling pathway,"Steiner AA, Branco LG.",Am J Physiol Regul Integr Comp Physiol. 2001 Feb;280(2):R448-57. doi: 10.1152/ajpregu.2001.280.2.R448.,Steiner AA,Am J Physiol Regul Integr Comp Physiol,2001,2/24/01,,,10.1152/ajpregu.2001.280.2.R448
16669597,"Implications of an animal model of sugar addiction, withdrawal and relapse for human health","Wideman CH, Nadzam GR, Murphy HM.",Nutr Neurosci. 2005 Oct-Dec;8(5-6):269-76. doi: 10.1080/10284150500485221.,Wideman CH,Nutr Neurosci,2005,5/4/06,,,10.1080/10284150500485221
19906780,Intrahypothalamic injection of the HIV-1 envelope glycoprotein induces fever via interaction with the chemokine system,"Benamar K, Addou S, Yondorf M, Geller EB, Eisenstein TK, Adler MW.",J Pharmacol Exp Ther. 2010 Feb;332(2):549-53. doi: 10.1124/jpet.109.160309. Epub 2009 Nov 11.,Benamar K,J Pharmacol Exp Ther,2010,11/13/09,PMC2812112,,10.1124/jpet.109.160309
24371264,Remote ischemic preconditioning preserves mitochondrial function and influences myocardial microRNA expression in atrial myocardium during coronary bypass surgery,"Slagsvold KH, Rognmo O, Høydal M, Wisløff U, Wahba A.",Circ Res. 2014 Feb 28;114(5):851-9. doi: 10.1161/CIRCRESAHA.114.302751. Epub 2013 Dec 26.,Slagsvold KH,Circ Res,2014,12/28/13,,,10.1161/CIRCRESAHA.114.302751
15311836,Design of coils for millimeter- and submillimeter-sized biotelemetry,"Pichorim SF, Abatti PJ.",IEEE Trans Biomed Eng. 2004 Aug;51(8):1487-9. doi: 10.1109/TBME.2004.827542.,Pichorim SF,IEEE Trans Biomed Eng,2004,8/18/04,,,10.1109/TBME.2004.827542
32985701,First insights into the vertical habitat use of the whitespotted eagle ray Aetobatus narinari revealed by pop-up satellite archival tags,"Brewster LR, Cahill BV, Burton MN, Dougan C, Herr JS, Norton LI, McGuire SA, Pico M, Urban-Gedamke E, Bassos-Hull K, Tyminski JP, Hueter RE, Wetherbee BM, Shivji M, Burnie N, Ajemian MJ.",J Fish Biol. 2021 Jan;98(1):89-101. doi: 10.1111/jfb.14560. Epub 2020 Oct 12.,Brewster LR,J Fish Biol,2021,9/28/20,,,10.1111/jfb.14560
8889768,Influence of pregnancy on the febrile response to intracerebroventricular administration of PGE1 in rats,"Stobie-Hayes KM, Fewell JE.",J Appl Physiol (1985). 1996 Sep;81(3):1312-5. doi: 10.1152/jappl.1996.81.3.1312.,Stobie-Hayes KM,J Appl Physiol (1985),1996,9/1/96,,,10.1152/jappl.1996.81.3.1312
22190908,"Peroxisome Proliferator-Activated Receptor-α Activation Decreases Mean Arterial Pressure, Plasma Interleukin-6, and COX-2 While Increasing Renal CYP4A Expression in an Acute Model of DOCA-Salt Hypertension","Lee DL, Wilson JL, Duan R, Hudson T, El-Marakby A.",PPAR Res. 2011;2011:502631. doi: 10.1155/2011/502631. Epub 2011 Dec 7.,Lee DL,PPAR Res,2011,12/23/11,PMC3236317,,10.1155/2011/502631
12079057,Intermittent biotelemetric monitoring of electrocardiograms and temperature in male broilers at risk for sudden death syndrome,"Blanchard SM, Degernes LA, DeWolf DK Jr, Garlich JD.",Poult Sci. 2002 Jun;81(6):887-91. doi: 10.1093/ps/81.6.887.,Blanchard SM,Poult Sci,2002,6/25/02,,,10.1093/ps/81.6.887
11792670,Antipyretic role of the NO-cGMP pathway in the anteroventral preoptic region of the rat brain,"Steiner AA, Antunes-Rodrigues J, McCann SM, Branco LG.",Am J Physiol Regul Integr Comp Physiol. 2002 Feb;282(2):R584-93. doi: 10.1152/ajpregu.00391.2001.,Steiner AA,Am J Physiol Regul Integr Comp Physiol,2002,1/17/02,,,10.1152/ajpregu.00391.2001
18398682,A comparative analysis of coronary and aortic flow waveforms,"Dang CQ, Nenadic Z, Kassab GS.",Ann Biomed Eng. 2008 Jun;36(6):933-46. doi: 10.1007/s10439-008-9488-x. Epub 2008 Apr 9.,Dang CQ,Ann Biomed Eng,2008,4/10/08,,,10.1007/s10439-008-9488-x
8247820,Meperidine attenuates the febrile response to endotoxin and interleukin-1 alpha in rats,"McCarthy DO, Daun JM, Hutson PR.",Nurs Res. 1993 Nov-Dec;42(6):363-7.,McCarthy DO,Nurs Res,1993,11/1/93,,,
10898521,Spontaneous wheel running attenuates cardiovascular responses to stress in rats,"Morimoto K, Tan N, Nishiyasu T, Sone R, Murakami N.",Pflugers Arch. 2000 Jun;440(2):216-22. doi: 10.1007/s004240000265.,Morimoto K,Pflugers Arch,2000,7/18/00,,,10.1007/s004240000265
9038987,Role of central ANG II receptors in stress-induced cardiovascular and hyperthermic responses in rats,"Saiki Y, Watanabe T, Tan N, Matsuzaki M, Nakamura S.",Am J Physiol. 1997 Jan;272(1 Pt 2):R26-33. doi: 10.1152/ajpregu.1997.272.1.R26.,Saiki Y,Am J Physiol,1997,1/1/97,,,10.1152/ajpregu.1997.272.1.R26
19267230,Altered gene expression may underlie prolonged duration of the QT interval and ventricular action potential in streptozotocin-induced diabetic rat heart,"Howarth FC, Jacobson M, Qureshi MA, Shafiullah M, Hameed RS, Zilahi E, Al Haj A, Nowotny N, Adeghate E.",Mol Cell Biochem. 2009 Aug;328(1-2):57-65. doi: 10.1007/s11010-009-0074-9. Epub 2009 Mar 8.,Howarth FC,Mol Cell Biochem,2009,3/10/09,,,10.1007/s11010-009-0074-9
28819760,"Effect of alisertib, an investigational aurora a kinase inhibitor on the QTc interval in patients with advanced malignancies","Zhou X, Nemunaitis J, Pant S, Bauer TM, Patel M, Sarantopoulos J, Craig Lockhart A, Goodman D, Huebner D, Mould DR, Venkatakrishnan K.",Invest New Drugs. 2018 Apr;36(2):240-247. doi: 10.1007/s10637-017-0498-0. Epub 2017 Aug 18.,Zhou X,Invest New Drugs,2018,8/19/17,PMC5869873,,10.1007/s10637-017-0498-0
526574,Destruction of noise in biotelemetry,Fraden J.,Biotelem Patient Monit. 1979;6(4):207-21.,Fraden J,Biotelem Patient Monit,1979,1/1/79,,,
828509,Computer signal processing of long duration biotelemetric brain data,"Willey TJ, Roos F, Hunt GM.",Biotelemetry. 1975;2(6):329-40.,Willey TJ,Biotelemetry,1975,1/1/75,,,
17541508,Effects of streptozotocin-induced diabetes on action potentials in the sinoatrial node compared with other regions of the rat heart,"Howarth FC, Al-Sharhan R, Al-Hammadi A, Qureshi MA.",Mol Cell Biochem. 2007 Jun;300(1-2):39-46. doi: 10.1007/s11010-006-9366-5. Epub 2006 Nov 25.,Howarth FC,Mol Cell Biochem,2007,6/2/07,,,10.1007/s11010-006-9366-5
31186455,Important At-Sea Areas of Colonial Breeding Marine Predators on the Southern Patagonian Shelf,"Baylis AMM, Tierney M, Orben RA, Warwick-Evans V, Wakefield E, Grecian WJ, Trathan P, Reisinger R, Ratcliffe N, Croxall J, Campioni L, Catry P, Crofts S, Boersma PD, Galimberti F, Granadeiro JP, Handley J, Hayes S, Hedd A, Masello JF, Montevecchi WA, Pütz K, Quillfeldt P, Rebstock GA, Sanvito S, Staniland IJ, Brickle P.",Sci Rep. 2019 Jun 11;9(1):8517. doi: 10.1038/s41598-019-44695-1.,Baylis AMM,Sci Rep,2019,6/13/19,PMC6560117,,10.1038/s41598-019-44695-1
